ID,Loan no,Latitude,Longitude,State,Area,Branch,Status,DPD,Disbursal date,Product,Asset_Colleteral_Value,Carpet Area(SQFT),Year
188,LXPIP03624-250042563,22.816195,78.240825,MP,A - 2 Bhopal,Pipariya,A,8,29-09-2024 00:00,STBL,1238000,1760,2024
189,LXKOT02924-250041912,25.1516,75.299442,RJ-UP-3,A - 7 Kota,Kota,A,0,19-09-2024 00:00,HL,3860000,1250,2024
190,LXUJJ01224-250042598,23.365056,78.1948589,MP,A - 1 Indore,Ujjain,A,0,29-09-2024 00:00,HL,990000,1000,2024
191,LXJPR02924-250042404,26.90059,78.1842058,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,0,27-09-2024 00:00,HL,1408872,466,2024
192,LXKOT02824-250042246,25.184468,75.819485,RJ-UP-3,A - 7 Kota,Kota,A,0,25-09-2024 00:00,LAP,1367100,480,2024
193,LXSAH02924-250042295,28.688778,80.634306,NCR,NCR,Sahibabad,A,0,25-09-2024 00:00,HL,2283300,567,2024
194,LXBIK02924-250042696,28.057332,82.985809,RJ-UP-1,A - 2 Jaipur 2,Bikaner,C,0,30-09-2024 00:00,HL,896000,800,2024
195,LXKAS02924-250041935,29.19032,77.33292,UK & UP,A - 1 Dehradun,Kashipur,A,0,19-09-2024 00:00,HL,1020000,600,2024
196,LXPIT02924-250041926,22.596667,77.8811719,MP,A - 1 Indore,Pithampur,C,0,19-09-2024 00:00,HL,1064818,266,2024
197,LXJPR02424-250044242,26.9671,77.79328823,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,A,3,29-10-2024 00:00,LAP,3575000,935,2024
198,LXDEO02924-250041774,25.764767,81.747843,RJ-UP-3,A - 7 Kota,Deoli,A,0,16-09-2024 00:00,HL,1627500,1050,2024
199,LXWAR04124-250042088,17.996111,78.3453885,Telangana,A - 1 Hyderabad,Warangal,A,0,20-09-2024 00:00,STBLP,3333912,2600,2024
200,LXGAJ04224-250043504,24.177376,75.443667,MP,A - 2 Bhopal,Gajbasoda,A,0,20-10-2024 00:00,STBLP,828000,1080,2024
201,LXKAN01224-250042791,26.41303,75.407653,UK & UP,A - 2 Kanpur,Kanpur,A,0,30-09-2024 00:00,HL,1314966,373,2024
202,LXJPR04124-250042498,26.867522,28.518325,RJ-UP-1,A - 1 Jaipur,Jaipur,C,0,28-09-2024 00:00,STBLP,1346400,612,2024
203,LXMTH02924-250041850,27.51785,75.998806,RJ-UP-1,A - 1 Jaipur,Mathura,C,20,18-09-2024 00:00,HL,1446700,900,2024
204,LXAJM02924-250042757,26.42028,74.4388753,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,30-09-2024 00:00,HL,1567500,680,2024
205,LXBHL02324-250042304,25.239337,75.946682,RJ-UP-2,A - 4 Bhilwara,Bhilwara,C,20,26-09-2024 00:00,LAP,884750,2499,2024
206,LXMHB04124-250042284,16.698021,75.443667,Telangana,A - 1 Hyderabad,Mahbubnagar,A,3,25-09-2024 00:00,STBLP,729081,475,2024
207,LXRAT02924-250042367,23.0692283,81.842073,MP,A - 1 Indore,Ratlam,A,0,27-09-2024 00:00,HL,2630600,1200,2024
208,LXCHO02924-250041969,27.219706,76.9428,RJ-UP-1,A - 2 Jaipur 2,Chomu,A,0,19-09-2024 00:00,HL,2031850,5035,2024
209,LXPAL01224-250042147,25.467639,75.59292,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,20-09-2024 00:00,HL,888511,1375,2024
210,LXLAX02924-250042331,28.733441,75.512111,NCR,NCR,Laxmi Nagar,A,0,26-09-2024 00:00,HL,2185650,292,2024
211,LXDEO03624-250041804,25.444219,76.12675,RJ-UP-3,A - 7 Kota,Deoli,A,0,17-09-2024 00:00,STBL,1472500,950,2024
212,LXJNP02924-250042437,28.521547,75.62982,NCR,NCR,Janakpuri,C,0,27-09-2024 00:00,HL,2901600,1116,2024
213,LXSON02924-250041851,28.97916,75.972778,HR,A - 2 Rohtak,Sonipat,A,0,18-09-2024 00:00,HL,3072600,900,2024
214,LXKAN02924-250042548,26.4217,75.728667,UK & UP,A - 2 Kanpur,Kanpur,C,20,29-09-2024 00:00,HL,3759600,972,2024
215,LXMER04124-250042001,26.649266,75.415833,RJ-UP-2,A - 3 Ajmer,Merta,A,8,20-09-2024 00:00,STBLP,1548000,920,2024
216,LXPAL02824-250042069,25.799861,75.686556,RJ-UP-3,A - 5 Jodhpur,Pali,C,18,20-09-2024 00:00,LAP,1650000,1200,2024
217,LXJPR02924-250041881,26.954954,75.747889,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,18-09-2024 00:00,HL,1379153,454,2024
218,LXDHA03024-250041659,22.64292,75.870036,MP,A - 1 Indore,Dhar,A,98,09-12-2024 00:00,LAP,1349400,692,2024
219,LXBHP01224-250042354,23.236775,75.852944,MP,A - 2 Bhopal,Bhopal,A,128,27-09-2024 00:00,HL,3657500,875,2024
220,LXFZB02924-250042136,26.9769,75.965972,UK & UP,A - 2 Kanpur,Faizabad,C,16,20-09-2024 00:00,HL,4299000,4478,2024
221,LXRJP03624-250041808,30.698513,75.972361,HR,A - 1 Chandigarh,Rajpura,A,0,17-09-2024 00:00,STBL,652176,504,2024
222,LXJNP03224-250042169,28.634902,80.630176,NCR,NCR,Janakpuri,A,0,23-09-2024 00:00,BL,2856900,297,2024
223,LXSRS04124-250042238,29.5215,82.27492,HR,A - 2 Rohtak,Sirsa,A,0,25-09-2024 00:00,STBLP,633400,959,2024
224,LXKAS03624-250042033,29.2164,75.670444,UK & UP,A - 1 Dehradun,Kashipur,A,0,20-09-2024 00:00,STBL,2816000,600,2024
225,LXIND02924-250042272,22.695846,76.032611,MP,A - 1 Indore,Indore,A,0,25-09-2024 00:00,HL,2160000,675,2024
226,LXCHD02924-250042652,30.765682,75.624861,HR,A - 1 Chandigarh,Chandigarh,A,0,29-09-2024 00:00,HL,3934654,0,2024
227,LXHLD03624-250042795,29.2468,75.71875,UK & UP,A - 1 Dehradun,Haldwani,A,0,30-09-2024 00:00,STBL,6503700,1763,2024
228,LXGUN02924-250042560,24.759517,75.63925,MP,A - 2 Bhopal,Guna,C,0,29-09-2024 00:00,HL,1053450,6135,2024
229,LXSNG02924-250041610,26.912761,82.12021,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,09-11-2024 00:00,HL,1758000,720,2024
230,LXGUN02824-250043329,24.972046,76.252194,MP,A - 2 Bhopal,Guna,A,0,19-10-2024 00:00,LAP,2412000,1080,2024
231,LXBEA02324-250042547,26.091635,76.032611,RJ-UP-2,A - 3 Ajmer,Beawar,C,0,29-09-2024 00:00,LAP,2726000,205,2024
232,LXAJM03224-250042150,26.314315,81.807896,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,21-09-2024 00:00,BL,1047877,1123,2024
233,LXJNP02924-250043110,28.6483881,76.12675,NCR,NCR,Janakpuri,A,3,16-10-2024 00:00,HL,2003100,675,2024
234,LXRJS03624-250042049,24.943531,75.794722,RJ-UP-3,A - 6 Udaipur,Rajsamand,A,3,20-09-2024 00:00,STBL,1468800,1536,2024
235,LXLUD02924-250042606,30.935456,76.22196,HR,A - 1 Chandigarh,Ludhiana,A,0,29-09-2024 00:00,HL,1365735,495,2024
236,LXMND02924-250041720,24.101831,74.597706,MP,A - 1 Indore,Mandsaur,A,0,13-09-2024 00:00,HL,1725000,500,2024
237,LXKUR03624-250042323,29.9224,75.996667,HR,A - 1 Chandigarh,Kurukshetra,A,128,26-09-2024 00:00,STBL,1005060,666,2024
238,LXCGH02924-250041958,24.939694,74.869748,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,C,0,19-09-2024 00:00,HL,2241750,2405,2024
239,LXROO03024-250041735,29.789705,81.807896,UK & UP,A - 1 Dehradun,Roorkee,A,0,14-09-2024 00:00,LAP,2542240,2444,2024
240,LXMOR02924-250042399,28.84022,74.526577,UK & UP,A - 1 Dehradun,Moradabad,C,0,27-09-2024 00:00,HL,1738000,612,2024
241,LXCHD03624-250042917,30.73712,56.838522,HR,A - 1 Chandigarh,Chandigarh,A,0,10-10-2024 00:00,STBL,864954,0,2024
242,LXSUM04124-250042064,25.067067,75.05236999,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,67,20-09-2024 00:00,STBLP,984204,1612,2024
243,LXSIR01224-250042434,24.848896,72.75925,RJ-UP-3,A - 5 Jodhpur,Sirohi,A,0,27-09-2024 00:00,HL,2367500,2205,2024
244,LXNOI02924-250042562,28.615383,77.35387,NCR,NCR,Noida,C,0,29-09-2024 00:00,HL,3420000,225,2024
245,LXLUC02824-250041799,26.670134,81.009608,UK & UP,A - 2 Kanpur,Lucknow,C,25,17-09-2024 00:00,LAP,2577600,2322,2024
246,LXBHG03624-250043339,28.7779,76.7702,HR,A - 2 Rohtak,Bahadurgarh,A,98,19-10-2024 00:00,STBL,1190075,465,2024
247,LXALW03024-250042316,27.550825,76.652325,RJ-UP-1,A - 1 Jaipur,Alwar,C,0,26-09-2024 00:00,HL,3111790,1287,2024
248,LXJNP02924-250044088,28.6522,77.0682,NCR,NCR,Janakpuri,A,0,28-10-2024 00:00,HL,2100105,413,2024
249,LXBHL02924-250042781,25.52591,74.736004,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,3,30-09-2024 00:00,HL,2112500,2450,2024
250,LXSIK04224-250042512,27.602528,75.117222,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,8,28-09-2024 00:00,STBLP,4737809,2491,2024
251,LXCGH02924-250042289,24.810889,74.764194,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,3,25-09-2024 00:00,HL,1657500,2730,2024
252,LXSON02924-250042665,29.128534,76.68306,HR,A - 2 Rohtak,Sonipat,A,0,30-09-2024 00:00,HL,2955150,1350,2024
253,LXCHD02924-250042447,30.667598,76.273241,HR,A - 1 Chandigarh,Chandigarh,C,20,30-09-2024 00:00,HL,1651125,675,2024
254,LXYMN03624-250041937,29.9579,77.0286,HR,A - 1 Chandigarh,Yamuna Nagar,A,0,20-09-2024 00:00,STBL,1086364,892,2024
255,LXCHD02924-250042330,30.678,76.742556,HR,A - 1 Chandigarh,Chandigarh,A,0,26-09-2024 00:00,HL,2950000,251,2024
256,LXKHA02824-250043562,21.915905,75.510368,MP,A - 1 Indore,Khargone,A,0,22-10-2024 00:00,LAP,1368000,720,2024
257,LXJHN02924-250042415,28.147567,75.369613,RJ-UP-1,A - 2 Jaipur 2,Jhunjhunu,C,0,27-09-2024 00:00,HL,2523000,2250,2024
258,LXIND03024-250041770,22.693775,75.898767,MP,A - 1 Indore,Indore,A,0,16-09-2024 00:00,HL,4140000,600,2024
259,LXRAT02924-250042267,23.095402,74.747239,MP,A - 1 Indore,Ratlam,A,0,25-09-2024 00:00,HL,1541600,1154,2024
260,LXSHR02924-250041990,29.911841,77.393399,UK & UP,A - 1 Dehradun,Saharanpur,C,19,20-09-2024 00:00,HL,1526100,1350,2024
261,LXJNP02924-250042262,28.6587753,77.1019553,NCR,NCR,Janakpuri,A,0,25-09-2024 00:00,HL,3240000,900,2024
262,LXKOT03624-250041864,25.979858,74.947309,RJ-UP-3,A - 7 Kota,Kota,A,0,18-09-2024 00:00,STBL,3705600,1000,2024
263,LXUDP02924-250042601,24.316127,74.219104,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,29-09-2024 00:00,HL,2443400,1286,2024
264,LXJPR02824-250042314,26.88981,75.92005,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,26-09-2024 00:00,LAP,3930000,1350,2024
265,LXBHL04224-250042488,25.709343,75.071077,RJ-UP-2,A - 4 Bhilwara,Bhilwara,A,0,28-09-2024 00:00,STBLP,644300,902,2024
266,LXBAR02824-250042203,28.323573,79.400174,UK & UP,A - 2 Kanpur,Bareilly,A,0,25-09-2024 00:00,LAP,1512000,900,2024
267,LXFTH01224-250042308,24.782593,73.984969,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,0,26-09-2024 00:00,HL,2080800,1224,2024
268,LXVDI02224-250042084,23.51216,77.473568,MP,A - 2 Bhopal,Vidisha,C,25,20-09-2024 00:00,LAP,1184000,1600,2024
269,LXSIK02924-250042315,27.268984,74.98273872,RJ-UP-1,A - 2 Jaipur 2,Sikar,A,0,26-09-2024 00:00,LAP,2044525,3142,2024
270,LXRUD03624-250042824,28.9395517,79.9044167,UK & UP,A - 1 Dehradun,Rudrapur,A,31,30-09-2024 00:00,STBL,1440850,751,2024
271,LXSRS03624-250042036,29.4802,75.1831,HR,A - 2 Rohtak,Sirsa,A,0,20-09-2024 00:00,STBL,1173254,2627,2024
272,LXNAG03624-250041959,23.314708,75.395703,MP,A - 1 Indore,Nagda,A,0,19-09-2024 00:00,STBL,1110000,850,2024
273,LXDHR01124-250042641,29.883806,77.861724,UK & UP,A - 1 Dehradun,Dehradun,A,0,29-09-2024 00:00,HL,3363960,750,2024
274,LXJOD02824-250042438,26.398143,73.543626,RJ-UP-3,A - 5 Jodhpur,Jodhpur,C,0,27-09-2024 00:00,LAP,3838407,2022,2024
275,LXBIA04124-250042879,23.998667,77.27111,MP,A - 2 Bhopal,Biaora,A,220,10-09-2024 00:00,STBLP,1206000,2310,2024
276,LXIND02924-250041910,22.752691,75.828037,MP,A - 1 Indore,Indore,C,0,19-09-2024 00:00,HL,2380000,600,2024
277,LXBHP02324-250042643,23.292179,77.416673,MP,A - 2 Bhopal,Bhopal,A,0,29-09-2024 00:00,LAP,1860000,600,2024
278,LXPAL01224-250042119,25.359729,73.426764,RJ-UP-3,A - 5 Jodhpur,Pali,A,0,20-09-2024 00:00,HL,1099350,6216,2024
279,LXSWA03624-250041907,26.464545,76.716839,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,0,19-09-2024 00:00,STBL,2550000,1150,2024
280,LXSAN01124-250042479,24.727423,76.379478,RJ-UP-3,A - 8 Kota,Sangod-RRM-Jhalawar,A,0,28-09-2024 00:00,HL,1260000,600,2024
281,LXRJP02924-250041837,30.459037,76.59412,HR,A - 1 Chandigarh,Rajpura,C,20,18-09-2024 00:00,HL,1444320,765,2024
282,LXROO03624-250041953,29.99301,77.766948,UK & UP,A - 1 Dehradun,Roorkee,C,0,19-09-2024 00:00,STBL,4745300,3770,2024
283,LXSNG02924-250041820,26.739992,75.809652,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,17-09-2024 00:00,HL,4140000,1350,2024
284,LXSON04124-250042031,29.067039,77.051812,HR,A - 2 Rohtak,Sonipat,A,0,20-09-2024 00:00,STBLP,1554200,1080,2024
285,LXSUM02824-250042042,25.156805,73.088756,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,20-09-2024 00:00,LAP,2415400,929,2024
286,LXAJM02924-250042413,26.577687,74.573199,RJ-UP-2,A - 3 Ajmer,Ajmer,A,0,27-09-2024 00:00,HL,1641000,1850,2024
287,LXJHN03224-250041670,28.059405,75.150757,RJ-UP-1,A - 2 Jaipur 2,Jhunjhunu,A,0,09-12-2024 00:00,BL,1040681,913,2024
288,LXROH04124-250041873,28.757333,76.6765,HR,A - 2 Rohtak,Rohtak,A,0,19-09-2024 00:00,STBLP,810000,810,2024
289,LXVKN02924-250042350,30.2928146,77.9231611,UK & UP,A - 1 Dehradun,Vikas Nagar,A,62,26-09-2024 00:00,HL,1887600,1026,2024
290,LXVAR02924-250042436,25.26171736,82.93872549,UK & UP,A - 2 Kanpur,Varanasi,C,0,28-09-2024 00:00,HL,1728000,540,2024
291,LXDEO03624-250041787,25.441013,75.655806,RJ-UP-3,A - 7 Kota,Deoli,A,8,17-09-2024 00:00,STBL,1500750,1035,2024
292,LXGGN02324-250041891,28.325394,76.783664,NCR,NCR,Gurgaon,A,0,18-09-2024 00:00,LAP,4860800,968,2024
293,LXKOT03624-250042311,25.114762,75.795731,RJ-UP-3,A - 7 Kota,Kota,A,0,26-09-2024 00:00,STBL,1021250,538,2024
294,LXVKN02924-250042549,30.36558,77.836109,UK & UP,A - 1 Dehradun,Vikas Nagar,A,0,29-09-2024 00:00,HL,2620350,1620,2024
295,LXVKN02824-250042281,30.327686,78.058275,UK & UP,A - 1 Dehradun,Vikas Nagar,A,0,25-09-2024 00:00,LAP,1330400,288,2024
296,LXJPR01124-250042551,27.1582802,75.7476128,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,C,3,28-09-2024 00:00,HL,1819570,1166,2024
297,LXJAL02924-250042139,25.60641,72.512993,RJ-UP-3,A - 5 Jodhpur,Jalore,A,0,20-09-2024 00:00,HL,2370300,1900,2024
298,LXSKR02924-250041982,26.943667,75.903472,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,20-09-2024 00:00,HL,1500000,523,2024
299,LXGAJ02924-250041733,23.853238,77.91723,MP,A - 2 Bhopal,Gajbasoda,A,67,14-09-2024 00:00,LAP,660000,600,2024
300,LXSIR04124-250042659,24.825902,73.029807,RJ-UP-3,A - 5 Jodhpur,Sirohi,C,0,29-09-2024 00:00,STBLP,1755000,900,2024
301,LXFTH04124-250041991,24.857198,74.057422,RJ-UP-3,A - 6 Udaipur,Fatehnagar,A,8,20-09-2024 00:00,STBLP,724800,987,2024
302,LXUDP03624-250042691,24.581486,73.666404,RJ-UP-3,A - 6 Udaipur,Udaipur,A,3,30-09-2024 00:00,STBL,3920000,1920,2024
303,LXFAR02324-250042093,28.371997,77.278623,NCR,NCR,Faridabad,A,0,20-09-2024 00:00,LAP,1300320,252,2024
304,LXSWA02824-250042211,25.882167,76.599722,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,0,24-09-2024 00:00,LAP,549000,1080,2024
305,LXJNP03624-250041702,28.581139,77.0117223,NCR,NCR,Janakpuri,A,0,13-09-2024 00:00,STBL,3820125,495,2024
306,LXSKR04224-250041957,26.944405,75.866595,RJ-UP-1,A - 2 Jaipur 2,Sikar Road,A,0,19-09-2024 00:00,STBLP,1800000,1650,2024
307,LXDHR02924-250042695,30.34919,77.854829,UK & UP,A - 1 Dehradun,Dehradun,A,0,30-09-2024 00:00,HL,2279700,1126,2024
308,LXJAP04224-250042023,26.857095,75.532344,RJ-UP-1,A - 2 Jaipur 2,Jaipur-3,A,0,20-09-2024 00:00,STBLP,2144450,1333,2024
309,LXSIR03624-250042853,24.933323,72.338239,RJ-UP-3,A - 5 Jodhpur,Sirohi,C,0,30-09-2024 00:00,STBL,1796000,1620,2024
310,LXMEE02924-250043188,28.9013,77.5716,NCR,NCR,Meerut,C,0,17-10-2024 00:00,HL,2321460,702,2024
311,LXSNG01224-250042070,26.894078,75.922353,RJ-UP-1,A - 1 Jaipur,Sanganer,A,3,20-09-2024 00:00,HL,1582500,450,2024
312,LXBIK01124-250044128,28.029019,73.321236,RJ-UP-1,A - 2 Jaipur 2,Bikaner,A,8,28-10-2024 00:00,HL,3294500,500,2024
313,LXKUR03624-250041844,30.9511,76.1854,HR,A - 1 Chandigarh,Kurali,A,0,18-09-2024 00:00,STBL,3599300,4149,2024
314,LXSUM04124-250041977,24.917649,73.137612,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,19-09-2024 00:00,STBLP,2600000,1300,2024
315,LXSNG02924-250041924,26.865088,75.935825,RJ-UP-1,A - 1 Jaipur,Sanganer,A,3,19-09-2024 00:00,HL,1599912,800,2024
316,LXMOR02924-250042528,28.819754,78.778604,UK & UP,A - 1 Dehradun,Moradabad,A,8,29-09-2024 00:00,HL,1124200,378,2024
317,LXRAT02424-250041717,23.32498341,75.0631821,MP,A - 1 Indore,Ratlam,A,0,13-09-2024 00:00,LAP,2948000,760,2024
318,LXSNG02924-250041836,26.747921,75.755289,RJ-UP-1,A - 1 Jaipur,Sanganer,C,0,18-09-2024 00:00,HL,2008000,510,2024
319,LXCGH04124-250042516,24.825889,74.403889,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,C,20,28-09-2024 00:00,STBLP,3980000,6000,2024
320,LXVDI04124-250042131,23.941089,77.517004,MP,A - 2 Bhopal,Vidisha,A,8,20-09-2024 00:00,STBLP,454500,975,2024
321,LXFZB04124-250041997,26.35948,82.476031,UK & UP,A - 2 Kanpur,Faizabad,C,10,20-09-2024 00:00,STBLP,1479500,990,2024
322,LXTRN04124-250042575,29.160283,75.322893,RJ-UP-1,A - 2 Jaipur 2,Tara Nagar,A,0,29-09-2024 00:00,STBLP,2133300,5340,2024
323,LXRUD02924-250042661,29.1958334,79.5179555,UK & UP,A - 1 Dehradun,Rudrapur,C,0,30-09-2024 00:00,HL,4200000,1000,2024
324,LXJNP02924-250042510,28.611957,77.0646708,NCR,NCR,Janakpuri,A,0,28-09-2024 00:00,HL,1822500,450,2024
325,LXHIS03624-250042388,29.184423,75.542254,HR,A - 2 Rohtak,Hissar,A,0,27-09-2024 00:00,STBL,504295,1992,2024
326,LXGGN03624-250041865,28.66080589,77.06302309,NCR,NCR,Gurgaon,A,0,18-09-2024 00:00,STBL,1479600,270,2024
327,LXRUD02824-250044011,29.040972,79.252472,UK & UP,A - 1 Dehradun,Rudrapur,A,8,27-10-2024 00:00,LAP,4793600,3404,2024
328,LXPPT02924-250043468,29.33859,77.090477,HR,A - 2 Rohtak,Panipat,C,0,20-10-2024 00:00,HL,2031250,1125,2024
329,LXNAG02424-250041771,23.7243408,76.003075,MP,A - 1 Indore,Nagda,C,11,16-09-2024 00:00,LAP,2340000,900,2024
330,LXPPT03224-250041916,29.400891,76.993367,HR,A - 2 Rohtak,Panipat,A,0,19-09-2024 00:00,BL,1404000,360,2024
331,LXSON04124-250042466,29.029193,77.066905,HR,A - 2 Rohtak,Sonipat,C,11,28-09-2024 00:00,STBLP,1782000,900,2024
332,LXDHR01124-250042167,30.203951,78.069832,UK & UP,A - 1 Dehradun,Dehradun,A,0,23-09-2024 00:00,HL,3441600,1620,2024
333,LXHAN03624-250042052,29.579318,74.320166,HR,A - 2 Rohtak,Hanumangarh,A,8,20-09-2024 00:00,STBL,1280000,800,2024
334,LXYMN03624-250043372,30.291876,77.291816,HR,A - 1 Chandigarh,Yamuna Nagar,C,0,19-10-2024 00:00,STBL,1126800,1602,2024
335,LXSHP04124-250042125,25,74,RJ-UP-2,A - 4 Bhilwara,Shahpura,A,0,20-09-2024 00:00,STBLP,2040000,2720,2024
336,LXJPR02924-250042209,26.947268,75.894922,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,24-09-2024 00:00,HL,2312000,700,2024
337,LXKUR03624-250042301,30.0323,76.9078,HR,A - 1 Chandigarh,Kurukshetra,A,0,26-09-2024 00:00,STBL,760240,501,2024
338,LXNOI02824-250041744,28.6299,77.4032,NCR,NCR,Noida,A,0,14-09-2024 00:00,LAP,1462200,450,2024
339,LXNIZ02824-250043200,18.78207,78.296272,Telangana,A - 1 Hyderabad,Nizamabad,A,0,17-10-2024 00:00,LAP,2833297,1006,2024
340,LXCGH01224-250042420,24.815611,74.403,RJ-UP-2,A - 4 Bhilwara,Chittorgarh,A,0,27-09-2024 00:00,HL,1106000,1190,2024
341,LXSHP02824-250042948,25.536604,74.885421,RJ-UP-2,A - 4 Bhilwara,Shahpura,C,18,10-11-2024 00:00,LAP,1725750,1100,2024
342,LXMOR02924-250042201,28.84775,78.744194,UK & UP,A - 1 Dehradun,Moradabad,A,0,24-09-2024 00:00,HL,2408900,518,2024
343,LXSRS04124-250042582,29.512,75.0308,HR,A - 2 Rohtak,Sirsa,A,0,29-09-2024 00:00,STBLP,2866792,1337,2024
344,LXJPR02924-250042831,26.940361,75.882833,RJ-UP-1,A - 1 Jaipur,Jaipur,C,0,30-09-2024 00:00,HL,1952000,535,2024
345,LXSAN02924-250042268,22.250806,76.287083,MP,A - 1 Indore,Sanawad,A,67,25-09-2024 00:00,HL,1160000,1160000,2024
346,LXGAJ02924-250043314,24.096904,77.7043,MP,A - 2 Bhopal,Gajbasoda,A,36,18-10-2024 00:00,HL,990000,450,2024
347,LXRAT01124-250042472,23.43206,75.088626,MP,A - 1 Indore,Ratlam,A,0,28-09-2024 00:00,HL,1513600,1144,2024
348,LXLUD03624-250042566,30.9667,76.0506,HR,A - 1 Chandigarh,Ludhiana,A,3,29-09-2024 00:00,STBL,489219,1593,2024
349,LXAGR02924-250042427,27.187144,77.992648,RJ-UP-1,A - 1 Jaipur,Agra,A,3,27-09-2024 00:00,LAP,1661030,360,2024
350,LXBEH02224-250041895,27.893244,76.279289,RJ-UP-1,A - 1 Jaipur,Behror,A,8,18-09-2024 00:00,LAP,4547100,1318,2024
351,LXJPR02824-250042811,26.939667,75.827278,RJ-UP-1,A - 1 Jaipur,Jaipur,A,0,30-09-2024 00:00,LAP,3876800,504,2024
352,LXJNP03624-250042369,28.7634,77.1770003,NCR,NCR,Janakpuri,C,0,27-09-2024 00:00,STBL,1431000,270,2024
353,LXVDI02424-250041790,23.5294959,77.831794,MP,A - 2 Bhopal,Vidisha,A,0,16-09-2024 00:00,LAP,2100000,875,2024
354,LXKOT03624-250042173,25.112765,75.859492,RJ-UP-3,A - 7 Kota,Kota,A,8,23-09-2024 00:00,STBL,807500,425,2024
355,LXSWA03624-250042705,25.961259,76.034641,RJ-UP-3,A - 7 Kota,Sawai Madhopur,A,0,30-09-2024 00:00,STBL,383400,378,2024
356,LXVDI02924-250041980,23.865521,77.941567,MP,A - 2 Bhopal,Vidisha,A,0,19-09-2024 00:00,HL,2500000,1250,2024
357,LXHAN03624-250042240,29.611967,74.268731,HR,A - 2 Rohtak,Hanumangarh,A,0,24-09-2024 00:00,STBL,1748900,1495,2024
358,LXJPR01224-250042852,26.951639,75.868556,RJ-UP-1,A - 2 Jaipur 2,Jaipur-2,C,0,30-09-2024 00:00,HL,2272288,455,2024
359,LXPPT03224-250041965,29.411693,76.994357,HR,A - 2 Rohtak,Panipat,A,0,19-09-2024 00:00,BL,1358460,1012,2024
360,LXSNG02924-250042110,26.788073,75.781027,RJ-UP-1,A - 1 Jaipur,Sanganer,A,0,20-09-2024 00:00,HL,9795837,1940,2024
361,LXSUM01124-250042134,25.083306,72.984562,RJ-UP-3,A - 5 Jodhpur,Sumerpur,A,0,20-09-2024 00:00,HL,4816000,1495,2024
362,LXMND03024-250041752,24.227046,74.916033,MP,A - 1 Indore,Mandsaur,A,36,14-09-2024 00:00,HL,1800000,1500,2024
363,LXKEK03624-250043565,25.967527,75.100594,RJ-UP-2,A - 3 Ajmer,Kekri,A,0,22-10-2024 00:00,STBL,1520000,2025,2024
364,LXMTH02824-250042075,27.51785,77.70318,RJ-UP-1,A - 1 Jaipur,Mathura,A,3,20-09-2024 00:00,LAP,2345400,558,2024
365,LXSAG02824-250042244,23.6817,74.155,RJ-UP-3,A - 6 Udaipur,Sagwara,A,0,25-09-2024 00:00,LAP,2780200,1786,2024
366,LXUDP02824-250042149,24.563688,73.727104,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,21-09-2024 00:00,LAP,2319200,494,2024
367,LXROO04124-250043136,29.841484,77.891015,UK & UP,A - 1 Dehradun,Roorkee,A,0,16-10-2024 00:00,STBLP,2021600,722,2024
368,LXPIP02924-250042237,23.016528,78.239639,MP,A - 2 Bhopal,Pipariya,C,0,24-09-2024 00:00,HL,1140000,600,2024
369,LXUDP03624-250042451,24.550464,73.71073,RJ-UP-3,A - 6 Udaipur,Udaipur,A,0,28-09-2024 00:00,STBL,1965500,449,2024
370,LXRUD02924-250042357,29.0457819,79.2377165,UK & UP,A - 1 Dehradun,Rudrapur,C,0,26-09-2024 00:00,HL,2344875,1278,2024
371,LXMTH02924-250043435,27.30331,77.39324,RJ-UP-1,A - 1 Jaipur,Mathura,C,0,20-10-2024 00:00,HL,946600,451,2024
372,LXHLD02924-250041821,29.058952,79.317966,UK & UP,A - 1 Dehradun,Haldwani,A,0,17-09-2024 00:00,HL,1773100,1190,2024
